OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Gorilla,seq_Macaca,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Gorilla,tree_Macaca,tree_V2,tree_V5,tree_V7,tree_V9,tree_root
1000259,296,293,301,300,300,300,296,300,300,300,300,0.052,0.0631,0.05647,0.06311,0.05289,0.0444,0.04155,0.05637,0.04955,0.04015,0
1000286,263,263,264,264,264,264,263,264,264,264,264,0.11857,0.12512,0.12521,0.11758,0.12139,0.09029,0.09283,0.11374,0.11364,0.08242,0
1000460,235,235,268,267,267,265,235,267,267,265,265,0.1331,0.13121,0.12172,0.13311,0.11792,0.08482,0.09627,0.12162,0.11782,0.07726,0
1000464,1070,1021,1030,1032,944,1030,1021,1032,1030,1030,1030,0.05003,0.05613,0.05612,0.04409,0.04872,0.04724,0.04188,0.04399,0.04238,0.03812,0
1000768,688,686,584,670,684,584,686,670,681,680,686,0.1067,0.12553,0.12553,0.12007,0.1254,0.12299,0.06917,0.1185,0.11745,0.10837,0
1000785,2207,2050,2209,2209,2221,2192,2204,2209,2209,2208,2208,0.13534,0.13351,0.09567,0.09655,0.13534,0.1001,0.09378,0.09408,0.09315,0.08331,0
1000791,1172,1173,1113,1189,1189,1114,1174,1189,1189,1190,1174,0.19804,0.17903,0.19228,0.19266,0.19287,0.19805,0.11959,0.18859,0.18607,0.17496,0
1000794,2134,2129,2067,2096,2096,2097,2127,2096,2096,2097,2127,0.20024,0.17737,0.19531,0.19575,0.19916,0.20024,0.13694,0.19241,0.18904,0.17082,0
1000807,596,598,612,596,612,596,596,612,612,596,596,0.02559,0.11213,0.11002,0.10951,0.11213,0.10914,0.0152,0.10781,0.10771,0.09888,0
1000810,685,626,681,681,706,631,681,681,681,681,681,0.05971,0.15034,0.09821,0.10264,0.09961,0.15034,0.02458,0.09811,0.09508,0.09498,0
1000817,670,670,672,672,672,679,670,672,672,672,670,0.05513,0.04899,0.05199,0.04892,0.04449,0.05513,0.03705,0.04743,0.04439,0.04046,0
1000818,618,618,643,643,642,523,618,643,643,643,616,0.10676,0.11286,0.09061,0.08744,0.11296,0.09407,0.08389,0.08588,0.08326,0.08316,0
1001353,1020,1020,1017,1017,1017,1017,1023,1017,1017,1018,1023,0.19071,0.20318,0.20316,0.2012,0.19989,0.19005,0.11573,0.19726,0.19564,0.17005,0
1001396,1640,1640,1620,1623,1672,1486,1640,1623,1623,1653,1640,0.17253,0.1747,0.15659,0.15644,0.15742,0.17469,0.13186,0.15264,0.14984,0.14418,0
1001490,653,653,662,662,654,657,653,662,662,660,653,0.12199,0.1402,0.11988,0.11197,0.14019,0.12536,0.08476,0.10886,0.10679,0.09419,0
1001641,384,384,377,377,377,377,384,377,377,377,384,0.11465,0.09393,0.11075,0.11075,0.10524,0.11465,0.06517,0.11065,0.10514,0.09863,0
1002571,470,470,471,471,471,471,470,471,471,471,470,0.08488,0.10193,0.09451,0.09043,0.08828,0.10193,0.06418,0.08608,0.08396,0.0778,0
1002588,754,757,707,707,715,707,753,707,707,707,753,0.09412,0.08668,0.09128,0.08701,0.09413,0.09099,0.06518,0.08691,0.08681,0.0786,0
1002773,823,822,819,819,819,798,823,819,819,818,823,0.15973,0.16291,0.14245,0.14124,0.1387,0.16291,0.11149,0.13637,0.13627,0.11978,0
1002798,667,599,656,656,662,654,664,656,656,656,641,0.26096,0.26108,0.20308,0.20798,0.26108,0.21399,0.16718,0.20086,0.20032,0.17854,0
1002904,308,308,303,303,303,303,308,303,303,303,308,0.11371,0.11153,0.10999,0.1137,0.10612,0.11146,0.08357,0.10404,0.09939,0.09534,0
1002923,1163,956,1209,1209,1214,1208,1160,1209,1210,1210,1136,0.34352,0.34773,0.33477,0.33873,0.33116,0.34773,0.28318,0.32726,0.32168,0.29871,0
1002933,353,350,360,360,363,360,350,360,363,363,350,0.18701,0.20545,0.19657,0.19656,0.20208,0.20545,0.10387,0.19106,0.19096,0.17055,0
1002934,354,356,361,361,361,361,356,361,361,361,356,0.25609,0.23741,0.25609,0.25346,0.25338,0.2485,0.04393,0.25336,0.25064,0.23843,0
1003012,1167,1169,1176,1179,1179,1049,1167,1179,1179,1178,1167,0.2108,0.21673,0.21673,0.20625,0.20894,0.21168,0.1564,0.2028,0.20066,0.16655,0
1003014,378,378,421,421,286,351,378,421,418,418,375,0.06254,0.05376,0.06015,0.06253,0.05376,0.05553,0.04336,0.05264,0.05056,0.04096,0
1003070,1073,1058,1061,1006,1072,1057,1058,1061,1061,1059,1058,0.10556,0.07877,0.08459,0.08686,0.10556,0.08475,0.0403,0.08106,0.0765,0.06424,0
1003086,503,508,507,507,517,507,509,507,507,507,509,0.08307,0.07397,0.08077,0.08264,0.08254,0.08308,0.04857,0.08067,0.08057,0.07188,0
1003210,235,234,239,239,238,236,235,239,238,238,235,0.1582,0.14393,0.14749,0.14746,0.14314,0.1582,0.10944,0.14314,0.14304,0.13245,0
1003258,219,215,186,186,186,186,219,186,186,186,219,0.3501,0.28689,0.33092,0.32526,0.32526,0.3501,0.18967,0.31965,0.31955,0.28294,0
1003265,1341,1368,1219,1219,1219,1163,1312,1219,1219,1219,1312,0.1277,0.13532,0.13288,0.1286,0.12664,0.13532,0.09308,0.12521,0.12253,0.11032,0
1003268,1030,1031,1032,1032,1032,1032,1031,1032,1032,1032,1031,0.05093,0.04629,0.05025,0.04839,0.05093,0.04335,0.03456,0.04829,0.0471,0.04325,0
1003271,883,928,937,937,715,924,928,937,937,937,928,0.11079,0.11559,0.11559,0.11559,0.11177,0.11361,0.06882,0.1145,0.11125,0.10363,0
1003329,1789,1788,1791,1791,1793,1790,1788,1791,1791,1790,1788,0.13961,0.13199,0.13221,0.13184,0.13123,0.13961,0.09687,0.12949,0.12777,0.11566,0
1003490,806,807,808,808,808,780,807,808,808,808,808,0.06092,0.063,0.0396,0.03834,0.0395,0.06301,0.04133,0.03586,0.03207,0.02953,0
1003535,509,509,508,509,509,508,509,509,509,509,509,0.17085,0.17912,0.17506,0.17912,0.17317,0.16599,0.13338,0.17305,0.16702,0.14782,0
1003574,3120,3120,3131,3142,3048,3066,3122,3136,3123,3123,3123,0.05685,0.05432,0.04066,0.04132,0.05685,0.03996,0.04316,0.03827,0.03724,0.03224,0
1003615,2891,2965,2962,2961,2910,2962,2964,2961,2961,2962,2964,0.05046,0.04909,0.04868,0.05047,0.05014,0.04774,0.03211,0.04753,0.04643,0.03811,0
1003848,827,681,827,827,832,827,823,827,827,827,823,0.04929,0.04117,0.04926,0.04804,0.0493,0.04758,0.03195,0.04682,0.04562,0.03791,0
1003887,417,416,435,435,399,410,417,435,435,435,435,0.17085,0.19369,0.1251,0.12969,0.13014,0.19369,0.15772,0.125,0.1249,0.10348,0
1003895,988,989,986,986,986,986,987,986,986,986,987,0.06059,0.04643,0.06069,0.05967,0.05957,0.0603,0.02219,0.05865,0.05855,0.05268,0
1003914,1192,1213,1194,1215,1216,1194,1213,1215,1215,1215,1213,0.05151,0.05514,0.05206,0.05038,0.04956,0.05513,0.03442,0.04956,0.04874,0.04774,0
1004135,1308,1366,1321,1321,1118,1324,1310,1321,1321,1321,1310,0.03818,0.07638,0.07647,0.07116,0.07229,0.07066,0.0206,0.06959,0.06949,0.05799,0
1004157,426,426,426,426,426,426,426,426,426,426,426,0.08187,0.06359,0.0767,0.07438,0.079,0.08187,0.04931,0.06975,0.06965,0.06033,0
1004368,1475,1487,1494,1493,1492,1499,1488,1493,1493,1493,1488,0.14642,0.13973,0.14243,0.14594,0.13963,0.14641,0.10088,0.13684,0.13368,0.12858,0
1004441,694,694,708,708,705,708,694,708,708,708,694,0.12787,0.13285,0.12386,0.12673,0.12521,0.13285,0.09266,0.12243,0.12233,0.11225,0
1004626,728,740,729,729,729,729,728,729,729,729,729,0.0412,0.03574,0.0412,0.02965,0.02829,0.02124,0.02428,0.02689,0.02553,0.01855,0
1004667,480,482,479,479,386,479,480,479,479,479,480,0.23145,0.29506,0.29516,0.29109,0.29358,0.29503,0.11415,0.29099,0.29089,0.26201,0
1004675,419,437,341,340,341,334,419,341,341,341,341,0.35233,0.37888,0.3683,0.37888,0.35753,0.30981,0.29229,0.36294,0.34761,0.23908,0
1004845,1442,1442,1429,1445,1339,1444,1442,1445,1445,1445,1442,0.1714,0.22801,0.22801,0.21555,0.21515,0.21449,0.07552,0.2117,0.21008,0.19399,0
1004961,216,216,214,214,214,214,216,214,214,214,216,0.11544,0.15071,0.14611,0.14611,0.15071,0.14063,0.07324,0.14601,0.14591,0.11013,0
1004986,1506,1497,1498,1498,1500,1498,1494,1498,1498,1498,1494,0.17165,0.15714,0.17161,0.16572,0.17166,0.16239,0.11301,0.16392,0.16123,0.14314,0
1004997,501,492,498,498,482,498,499,498,501,501,499,0.03578,0.02503,0.02597,0.02597,0.02844,0.03577,0.01323,0.02587,0.02221,0.01788,0
1005001,137,137,112,133,134,133,137,133,133,133,137,0.2512,0.29918,0.29928,0.28981,0.28971,0.28371,0.21957,0.28971,0.28961,0.25746,0
1005064,786,787,792,792,800,792,787,792,792,792,792,0.17906,0.18946,0.18555,0.18945,0.18343,0.15072,0.15078,0.18169,0.17671,0.14513,0
1005093,784,776,784,784,795,785,784,784,784,784,784,0.16403,0.14798,0.15763,0.16012,0.16404,0.15875,0.11856,0.15753,0.15743,0.15025,0
1005110,631,631,725,633,633,633,631,633,633,633,631,0.22311,0.18894,0.22131,0.22291,0.2231,0.2202,0.14643,0.21658,0.21194,0.19816,0
1005116,617,666,667,667,669,668,666,667,667,668,666,0.11499,0.08735,0.11499,0.11203,0.11495,0.1149,0.07886,0.11193,0.11038,0.10726,0
1005128,1821,1758,1823,1821,1814,1796,1821,1824,1832,1830,1830,0.03437,0.05011,0.0236,0.02051,0.05012,0.02865,0.02606,0.01972,0.01962,0.01578,0
1005202,1678,1649,1624,1770,1704,1770,1765,1770,1770,1771,1765,0.20211,0.18881,0.20075,0.20051,0.20211,0.2003,0.1203,0.19823,0.19602,0.18021,0
1005286,504,504,500,501,501,501,504,501,501,501,504,0.06837,0.07553,0.07553,0.07552,0.06965,0.07197,0.04222,0.07353,0.06955,0.06578,0
1005336,899,883,998,998,998,1004,901,998,998,1005,901,0.4035,0.34414,0.4035,0.39234,0.38998,0.39174,0.24811,0.38821,0.386,0.35742,0
1005337,2183,1833,2229,2224,2170,2181,2185,2224,2224,2171,2185,0.09069,0.29665,0.29472,0.29666,0.29374,0.29639,0.0413,0.29001,0.28767,0.25447,0
1005340,1157,1157,1161,1160,1159,1158,1157,1161,1158,1158,1157,0.07809,0.09203,0.08446,0.08696,0.08598,0.09202,0.06501,0.08436,0.08387,0.07402,0
1005341,1061,1084,1069,1065,1047,1065,1061,1069,1069,1065,1061,0.09523,0.11417,0.10427,0.10394,0.11157,0.11417,0.05387,0.10174,0.09947,0.0927,0
1005350,231,230,193,193,193,193,230,193,193,193,230,0.21922,0.30731,0.29434,0.29996,0.30001,0.30731,0.14472,0.28897,0.28338,0.26107,0
1005356,321,321,325,325,325,325,321,325,325,325,321,0.34247,0.35434,0.34957,0.34962,0.35434,0.35061,0.26964,0.3433,0.33604,0.30831,0
1006240,449,453,453,453,460,453,453,453,453,453,453,0.03691,0.03927,0.03715,0.03928,0.03478,0.0282,0.02575,0.03705,0.03257,0.0281,0
1006323,293,360,283,283,337,283,360,283,288,288,288,0.07189,0.03763,0.04877,0.04523,0.07187,0.03025,0.03171,0.04513,0.04503,0.03015,0
1006364,2530,2514,2517,2517,2518,2517,2521,2517,2517,2517,2521,0.07944,0.07988,0.07929,0.07948,0.07866,0.07988,0.04427,0.07579,0.07496,0.07081,0
1006375,856,845,865,865,864,865,853,865,865,865,853,0.14897,0.13366,0.14427,0.1431,0.14897,0.13686,0.08024,0.14194,0.14075,0.1287,0
1006385,526,365,533,533,533,533,522,533,533,533,522,0.27945,0.20557,0.26986,0.27945,0.26794,0.26154,0.12887,0.26795,0.26604,0.23735,0
1006389,446,446,444,444,444,444,446,444,444,444,446,0.11132,0.11613,0.11623,0.11623,0.11395,0.11114,0.07317,0.11613,0.11385,0.1044,0
1006450,979,976,973,974,974,976,976,974,974,975,976,0.05018,0.05716,0.0553,0.05634,0.05635,0.05716,0.02458,0.05427,0.05324,0.04686,0
1006589,731,730,738,738,738,738,730,738,738,738,730,0.07386,0.08387,0.08112,0.08248,0.08388,0.08147,0.0529,0.07977,0.07843,0.07174,0
1006610,1563,1561,1562,1562,1562,1562,1563,1562,1562,1562,1563,0.02457,0.02295,0.02456,0.02143,0.02198,0.02279,0.01611,0.02133,0.02069,0.01851,0
1006617,578,578,575,575,595,575,578,575,575,575,578,0.0919,0.08813,0.07972,0.07972,0.0919,0.08291,0.04833,0.07962,0.07687,0.07255,0
1006708,354,377,352,352,352,379,354,352,352,352,354,0.08414,0.13225,0.12661,0.13224,0.12651,0.12449,0.0385,0.12651,0.12363,0.11684,0
1006720,369,368,369,369,369,369,368,369,369,369,368,0.20836,0.13633,0.19507,0.19769,0.1976,0.20836,0.12214,0.19497,0.19487,0.19044,0
1006821,198,198,231,233,233,233,198,233,233,233,233,0.17245,0.12983,0.17256,0.0104,0.0103,0.01979,0.12676,0.0103,0.0102,0.00176,0
1006900,460,463,463,463,463,460,460,463,463,460,460,0.03972,0.04515,0.04214,0.04421,0.03997,0.04515,0.01134,0.04204,0.03987,0.03591,0
1006970,493,491,567,571,527,489,492,571,571,562,562,0.28236,0.25277,0.23676,0.23298,0.23863,0.28237,0.20715,0.22585,0.22319,0.17093,0
1006975,1736,1735,1742,1742,1742,1624,1736,1742,1742,1742,1736,0.07449,0.08974,0.08199,0.08152,0.08241,0.08974,0.04975,0.08142,0.08019,0.0793,0
1006990,522,548,521,521,521,521,522,521,521,521,521,0.1378,0.13307,0.10482,0.10864,0.1378,0.09084,0.09938,0.10472,0.10281,0.08156,0
1007001,1610,1645,1559,1618,1618,1707,1645,1618,1618,1653,1642,0.19059,0.18986,0.19058,0.17646,0.1834,0.17811,0.15615,0.17003,0.16875,0.1511,0
1007009,210,210,211,211,211,199,210,211,211,211,210,0.18749,0.1769,0.18759,0.17802,0.18279,0.16146,0.1309,0.16352,0.16342,0.13441,0
1007012,150,158,149,149,160,151,158,149,159,159,159,0.22938,0.22262,0.12523,0.22939,0.13257,0.15516,0.17868,0.12513,0.11874,0.10864,0
1007013,151,151,165,165,136,165,151,165,165,165,151,0.16763,0.22986,0.20093,0.21291,0.22986,0.22037,0.16753,0.20083,0.20073,0.17587,0
1007051,507,507,508,541,508,508,507,508,508,508,507,0.09159,0.06867,0.07933,0.08923,0.09159,0.08772,0.05374,0.07923,0.07527,0.06509,0
1007077,746,742,903,745,745,744,746,745,745,744,746,0.06063,0.07352,0.07352,0.07093,0.06959,0.06817,0.03547,0.07083,0.06949,0.06275,0
1007212,568,568,569,569,569,569,568,569,569,569,568,0.09717,0.0865,0.09388,0.09388,0.09196,0.09718,0.06876,0.09209,0.09024,0.08186,0
1007230,760,758,752,752,751,752,758,752,752,752,758,0.18428,0.1608,0.12725,0.12593,0.18427,0.12436,0.09265,0.1246,0.1245,0.11423,0
1007251,615,615,613,613,613,613,615,613,613,613,615,0.06387,0.05188,0.06,0.06324,0.06313,0.06387,0.03107,0.0599,0.0598,0.05332,0
1007339,1960,1939,1981,1989,1989,1990,1957,1989,1989,1990,1957,0.34671,0.38208,0.38208,0.37625,0.3781,0.37838,0.25607,0.37172,0.37003,0.34628,0
1007343,538,538,549,549,550,549,537,549,549,549,537,0.20315,0.14396,0.20135,0.20136,0.20315,0.19938,0.11852,0.19766,0.19756,0.18235,0
1007348,728,734,731,731,731,731,728,731,731,731,728,0.07867,0.09233,0.09076,0.08658,0.08909,0.09234,0.05692,0.08519,0.08363,0.07802,0
1007421,1847,1849,1925,1925,1925,1925,1853,1925,1925,1923,1853,0.17092,0.20071,0.19773,0.2006,0.2007,0.19799,0.10012,0.19159,0.19013,0.17506,0
1007426,704,706,700,700,691,645,702,700,701,700,700,0.15997,0.15137,0.07279,0.07423,0.15997,0.08844,0.10774,0.07134,0.07007,0.06082,0
1007467,1344,1307,1338,1338,1338,1340,1345,1338,1338,1340,1345,0.18606,0.21276,0.17812,0.17874,0.17886,0.21277,0.12827,0.17192,0.17108,0.14916,0
1007523,452,452,345,454,446,345,452,454,454,454,452,0.04236,0.05105,0.05008,0.04725,0.04719,0.05105,0.03055,0.04715,0.04494,0.04053,0
1007532,395,393,397,403,397,397,395,397,397,397,395,0.26726,0.23358,0.25452,0.2545,0.2492,0.26726,0.1634,0.2467,0.2466,0.2148,0
1007557,354,355,356,356,351,356,354,356,356,356,354,0.12684,0.11161,0.12684,0.11809,0.12105,0.11692,0.09531,0.11799,0.11509,0.09585,0
1007606,960,955,1025,1025,1024,1019,960,1025,1024,1022,960,0.23852,0.24654,0.24654,0.24652,0.23832,0.24497,0.16989,0.23642,0.2323,0.20731,0
1007610,971,972,965,971,946,962,971,971,971,971,971,0.03286,0.05056,0.05056,0.03901,0.03967,0.04713,0.02106,0.03891,0.03666,0.03118,0
1007642,558,557,558,558,559,558,557,558,558,558,557,0.22471,0.23113,0.22561,0.22738,0.22909,0.23112,0.1831,0.22206,0.22025,0.19594,0
1007879,309,313,329,329,329,329,310,329,329,329,310,0.45318,0.60612,0.57548,0.57548,0.57238,0.60611,0.29521,0.57242,0.56316,0.56226,0
1008190,783,771,767,767,767,767,780,767,767,767,780,0.17593,0.17359,0.17055,0.17593,0.17248,0.16821,0.09665,0.16787,0.16682,0.15582,0
1008256,128,128,129,129,129,129,128,129,129,129,129,0.08822,0.07225,0.08833,0.07261,0.0802,0.0479,0.07215,0.07251,0.07241,0.03538,0
1008270,314,314,318,307,410,318,314,318,318,318,313,0.24302,0.25884,0.24189,0.25894,0.25846,0.24186,0.18794,0.23876,0.23866,0.21136,0
1008279,438,437,439,439,456,439,437,439,439,439,437,0.039,0.03144,0.03465,0.03911,0.03456,0.03228,0.02591,0.03455,0.03228,0.03218,0
1008376,622,678,631,678,676,620,677,678,678,678,677,0.24139,0.22483,0.21143,0.18559,0.1855,0.24139,0.1749,0.17576,0.17527,0.16368,0
1008497,708,709,740,740,716,740,709,740,740,740,709,0.10891,0.13835,0.13304,0.13164,0.13169,0.13835,0.06426,0.12748,0.12738,0.11065,0
1008503,725,725,706,706,706,706,725,706,706,706,725,0.08515,0.08731,0.08452,0.08731,0.08248,0.08448,0.06168,0.08307,0.08134,0.06684,0
1008599,559,558,570,570,570,570,558,570,570,570,558,0.07331,0.08614,0.07129,0.07129,0.07635,0.08614,0.05008,0.07119,0.07109,0.06617,0
1008600,1014,1014,1014,1014,1018,1014,1014,1014,1014,1014,1014,0.04949,0.05519,0.0372,0.03326,0.0552,0.03088,0.037,0.03227,0.0314,0.02252,0
1008640,724,724,721,725,638,725,724,725,725,725,725,0.05919,0.06365,0.06375,0.04946,0.04531,0.04825,0.04494,0.04531,0.04521,0.03615,0
1008722,418,417,425,425,425,425,418,425,425,425,418,0.09457,0.11122,0.09711,0.10173,0.09705,0.11123,0.08033,0.09701,0.09467,0.08474,0
1008738,594,594,594,594,491,594,594,594,594,594,592,0.06093,0.06442,0.05787,0.055,0.05503,0.06442,0.04541,0.05306,0.05296,0.04653,0
1008835,831,626,831,831,843,831,831,831,831,831,831,0.02402,0.04671,0.0369,0.03578,0.04672,0.03325,0.0179,0.03568,0.03558,0.03315,0
1008838,441,339,440,440,442,440,440,440,440,440,440,0.07832,0.05053,0.07852,0.07852,0.07842,0.07617,0.02557,0.07842,0.07617,0.07607,0
1008882,416,417,458,458,544,455,419,458,458,455,419,0.26113,0.23454,0.24857,0.2553,0.25094,0.26114,0.15409,0.24635,0.24419,0.23159,0
1008886,2191,2209,2179,2179,2183,2178,2192,2179,2179,2179,2192,0.14078,0.14554,0.1384,0.13901,0.14555,0.13812,0.09007,0.13411,0.13225,0.1189,0
1008896,174,173,260,228,230,228,174,228,228,228,174,0.21894,0.1853,0.20495,0.20096,0.21866,0.21893,0.17089,0.19178,0.19168,0.14908,0
1008898,1266,1193,1271,1271,1072,1066,1266,1271,1171,1171,1171,0.06895,0.06947,0.04577,0.04577,0.04692,0.06948,0.0491,0.04418,0.04408,0.04157,0
1009012,514,548,563,599,599,530,571,599,599,563,563,0.01299,0.01116,0.01069,0.0131,0.01299,0.00865,0.01106,0.01059,0.01049,0.00855,0
1009079,457,457,456,456,456,456,457,456,456,456,457,0.14499,0.18076,0.16473,0.16023,0.15589,0.18076,0.11817,0.15801,0.15579,0.13848,0
1009155,842,841,837,837,837,840,841,837,837,838,838,0.05333,0.04851,0.01768,0.01877,0.01649,0.05332,0.04545,0.01758,0.01639,0.01527,0
1009222,298,298,294,294,294,294,298,294,294,294,294,0.24174,0.20622,0.21587,0.21859,0.22389,0.24174,0.19143,0.2056,0.2055,0.16958,0
1009354,539,538,590,590,590,590,538,590,590,590,538,0.09009,0.09501,0.0951,0.0951,0.09499,0.09235,0.05242,0.095,0.0933,0.07983,0
1009414,1798,1798,1801,1801,1801,1801,1798,1801,1801,1801,1798,0.09543,0.09418,0.09539,0.09543,0.0946,0.08128,0.06463,0.09181,0.08911,0.07614,0
1009420,742,727,761,737,678,735,734,737,737,739,728,0.25747,0.25274,0.25748,0.23916,0.24578,0.23066,0.19571,0.23504,0.23114,0.21089,0
1009439,383,383,387,387,387,385,383,387,387,387,383,0.11433,0.13251,0.13233,0.13233,0.13252,0.11334,0.10368,0.12973,0.12455,0.10697,0
1009446,924,942,924,924,924,924,941,924,924,924,893,0.06878,0.0724,0.07241,0.06923,0.06803,0.06119,0.0542,0.06913,0.06694,0.05747,0
1009505,323,263,312,312,307,312,324,312,312,312,310,0.16917,0.1298,0.13011,0.12683,0.16918,0.11698,0.10523,0.12359,0.12079,0.09683,0
1009629,722,672,726,726,734,874,723,726,734,734,723,0.14829,0.15876,0.15777,0.15637,0.15633,0.15876,0.09992,0.15361,0.15222,0.14232,0
1009763,434,434,485,485,396,485,434,485,485,485,434,0.16122,0.13958,0.16122,0.15721,0.15546,0.15548,0.09569,0.15711,0.15297,0.13716,0
1009804,326,327,325,348,348,326,326,348,348,325,326,0.38291,0.38395,0.37289,0.36614,0.35687,0.38395,0.23665,0.35753,0.35431,0.32315,0
1009813,1217,1216,1237,1239,1239,1228,1217,1239,1239,1229,1217,0.06938,0.08029,0.0803,0.07947,0.07783,0.0737,0.04721,0.07701,0.07414,0.06164,0
1009819,1588,1645,1684,1684,1684,1685,1645,1684,1684,1684,1645,0.11649,0.13197,0.13198,0.12709,0.12893,0.12986,0.06946,0.12648,0.12465,0.1118,0
1009821,1232,1215,1216,1216,1217,1216,1218,1216,1216,1216,1216,0.20104,0.20724,0.16016,0.16025,0.20725,0.15681,0.15026,0.15399,0.15162,0.12573,0
1009948,433,434,433,428,438,428,434,464,464,428,427,0.14191,0.15096,0.15107,0.12989,0.12307,0.10341,0.10405,0.12035,0.12025,0.09362,0
1009959,623,627,625,625,625,625,623,625,625,625,623,0.07139,0.06107,0.06928,0.06928,0.06595,0.07138,0.04284,0.06444,0.06434,0.06209,0
1009964,708,650,717,717,615,716,705,717,717,716,705,0.12722,0.16579,0.16579,0.15859,0.15333,0.15685,0.07796,0.15719,0.14791,0.12975,0
1010017,262,262,262,262,263,262,262,262,262,262,262,0.14948,0.13783,0.06348,0.06718,0.14948,0.05587,0.10728,0.06338,0.05978,0.05577,0
1010085,379,425,442,442,410,442,400,442,442,442,400,0.16566,0.16715,0.14759,0.14759,0.14793,0.16715,0.10462,0.1453,0.14066,0.12733,0
1010170,220,220,219,220,173,219,220,220,220,220,220,0.0377,0.04207,0.02842,0.04216,0.02832,0.02835,0.02844,0.02832,0.02822,0.0237,0
1010482,353,353,353,353,354,353,353,353,353,353,353,0.01899,0.03977,0.03409,0.03135,0.03126,0.03977,0.01642,0.03125,0.0284,0.0283,0
1010488,318,318,320,320,320,319,318,320,320,319,318,0.07091,0.07901,0.07906,0.07286,0.079,0.06738,0.04166,0.07276,0.07266,0.05527,0
1010522,894,896,894,894,894,894,895,894,894,894,895,0.08331,0.08002,0.08332,0.08122,0.08203,0.07912,0.06353,0.07836,0.07656,0.06666,0
1010620,497,511,530,530,530,530,514,530,530,530,514,0.48418,0.44168,0.48419,0.47852,0.47867,0.46195,0.33741,0.47284,0.47103,0.4272,0
1010666,894,894,904,904,905,904,894,904,904,904,894,0.14162,0.13976,0.14085,0.14083,0.14162,0.13359,0.0925,0.13523,0.13385,0.12476,0
1010669,947,915,987,987,988,988,990,987,988,988,987,0.12816,0.12367,0.10779,0.10779,0.11082,0.12816,0.10251,0.10676,0.10666,0.101,0
1010670,1099,1033,1105,1105,1105,1105,1100,1105,1105,1105,1100,0.04332,0.04408,0.04418,0.04419,0.04317,0.04367,0.02325,0.04236,0.04226,0.03929,0
1010685,667,667,685,685,695,701,673,685,695,695,673,0.16275,0.18766,0.18766,0.18629,0.18752,0.18395,0.11772,0.18619,0.18322,0.16588,0
1010709,747,796,808,808,808,754,751,808,808,754,751,0.12559,0.14711,0.1471,0.14086,0.14528,0.12508,0.08899,0.13963,0.1381,0.1021,0
1010738,722,724,746,746,746,613,723,746,746,712,723,0.12962,0.12645,0.12435,0.12568,0.12962,0.12897,0.06461,0.12301,0.12291,0.10715,0
1010769,118,118,126,132,118,132,118,132,132,132,132,0.17061,0.17802,0.17822,0.17822,0.17812,0.15862,0.15329,0.17812,0.17802,0.14108,0
1010809,979,952,973,981,981,974,981,981,981,981,981,0.04609,0.04714,0.03437,0.03435,0.03425,0.04714,0.03545,0.0323,0.0322,0.02583,0
1010810,966,898,955,955,909,955,963,955,955,955,955,0.0643,0.07911,0.00819,0.01027,0.07911,0.00863,0.05907,0.00394,0.00384,0.00039,0
1010811,956,957,956,956,963,956,957,956,956,956,956,0.02542,0.02645,0.02226,0.02121,0.02645,0.01875,0.02062,0.02016,0.02006,0.01512,0
