,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len,per_indel_div
391,983294,167,31,17,14,0,Mus,4,Pan,0.01687534,4,1.823529412,1.0,1,0,Mus,3,Pan,4,3,0.75,1,0.0532054,8.58123,-1279.96,161.2849448,0.4565678,0.62438,1.687534023
392,798437,450,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,3,0.75,0,1e-06,1e-06,-5619.26,1.0,0.0,0.13141,0.0
394,798450,241,13,7,6,0,Pan,4,Mus,0.00490381,4,1.0,1.0,1,0,Pan,1,Mus,4,1,0.25,1,0.014361,3.4196,-1836.17,238.1171228,0.0491089,0.69977,0.490380988
396,788978,420,190,95,95,11,Macaca,35,root,0.041125541,35,2.714285714,1.0,1,1,Mus,11,Mus,35,0,0.0,1,0.367584,133.409,-2969.9,362.9347306,49.0390139,0.44433,4.112554113
400,963233,180,78,66,12,0,Pan,54,Gorilla,0.039393939,60,5.571428571,2.0,1,0,Pan,37,Gorilla,60,54,0.9,1,0.598504,88.3006,-1525.13,147.5355219,52.8482623,0.38509,3.939393939
405,1007076,162,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,114,61,0.535087719,0,1e-06,1e-06,-1686.68,1.0,0.0,0.4312,0.0
409,775626,415,94,53,41,5,Pan,19,Mus,0.020591457,25,4.7,5.0,5,1,Mus,13,Mus,25,12,0.48,1,0.226183,87.1075,-3341.41,385.1195713,19.7022357,0.34273,2.059145674
415,810603,338,56,56,0,0,Mus,46,Rattus,0.015061861,56,14.0,12.5,7,0,Mus,24,Rattus,56,56,1.0,1,0.72163,207.589,-2779.48,287.6668099,149.8024501,0.24684,1.506186122
422,1037164,504,5,3,2,0,Pan,2,Rattus,0.000901876,2,1.0,1.0,1,0,Pan,1,Mus,2,1,0.5,1,0.00416706,2.09444,-3542.93,502.6181528,0.0087277,0.40132,0.09018759
423,807086,1006,198,115,83,11,Pan,33,Gorilla,0.017892644,57,4.125,1.0,1,1,Mus,30,Gorilla,57,32,0.561403509,1,0.304605,282.229,-8857.39,926.5409301,85.9683645,0.28103,1.789264414
429,1015349,491,140,80,60,6,Homo,20,Pan,0.025921126,20,8.235294118,6.0,6,6,Mus,14,Pan,20,20,1.0,1,0.719046,319.084,-3701.9,443.7602045,229.4360739,0.15019,2.592112572
430,1015456,268,10,10,0,0,Mus,10,Pan,0.00339213,10,10.0,10.0,10,0,Mus,10,Pan,10,10,1.0,1,0.287744,74.0888,-1791.29,257.4816504,21.3186077,0.1367,0.339213026
434,811239,1525,76,40,36,5,Gorilla,9,Rattus,0.004530551,12,1.288135593,1.0,1,1,Mus,2,Mus,12,4,0.333333333,1,0.301661,431.666,-14283.5,1430.963897,130.2167972,0.2149,0.453055142
435,811251,989,1169,692,477,47,Mus,215,Gorilla,0.107454729,216,43.2962963,45.0,45,1,Mus,108,Rattus,216,215,0.99537037,1,2.86589,1570.4,-8857.83,547.9624131,4500.593656,0.16773,10.74547293
439,1000248,777,497,351,146,28,Macaca,120,Rattus,0.058149058,156,16.03225806,1.0,1,1,Mus,120,Rattus,156,205,1.314102564,1,2.58062,1375.48,-7612.57,533.0036968,3549.591198,0.16561,5.814905815
441,966681,1066,578,346,232,34,Rattus,86,Mus,0.049292171,147,9.03125,3.0,3,1,Mus,31,Mus,147,114,0.775510204,1,2.58622,1576.57,-10655.0,609.603978,4077.356865,0.17752,4.929217124
443,988666,388,157,98,59,9,Macaca,37,Pan,0.03678538,50,3.738095238,3.0,2,1,Mus,15,Pan,50,39,0.78,1,0.86968,248.701,-4087.72,285.9684022,216.2902857,0.43076,3.678537957
446,699649,885,343,186,157,27,Pan,37,Mus,0.035233693,62,4.397435897,1.0,1,1,Mus,23,Gorilla,62,29,0.467741935,1,0.367175,290.35,-8907.09,790.7673453,106.6092613,0.32527,3.523369286
453,809329,1146,278,257,21,3,Mus,87,Pan,0.022052991,212,12.63636364,3.0,3,2,Rattus,49,Rattus,212,236,1.113207547,1,1.2178,1151.64,-10265.2,945.6725242,1402.467192,0.15865,2.205299064
455,1026048,400,44,23,21,3,Mus,6,Rattus,0.01,7,1.692307692,2.0,1,1,Rattus,3,Mus,7,2,0.285714286,1,0.095445,36.5054,-3431.33,382.4757714,3.4842579,0.46916,1.0
456,1026081,862,200,101,99,1,Gorilla,22,Mus,0.021092596,23,9.090909091,3.0,18,1,Mus,18,Mus,23,2,0.086956522,1,0.113355,96.3452,-7315.03,849.9422169,10.9212101,0.1153,2.10925965
457,1026094,340,40,20,20,0,Gorilla,4,Mus,0.010695187,4,4.0,4.0,4,0,Gorilla,4,Mus,4,0,0.0,1,0.0370136,12.503,-2377.14,337.7947565,0.462781,0.1349,1.069518717
461,804443,540,274,139,135,10,Pan,31,Rattus,0.046127946,34,5.074074074,2.0,1,1,Mus,15,Mus,34,4,0.117647059,1,0.192216,95.6074,-4905.1,497.3956382,18.377272,0.44886,4.612794613
463,809700,2315,332,196,136,5,Mus,42,Pan,0.013037502,65,11.44827586,2.0,2,1,Mus,40,Pan,65,60,0.923076923,1,0.39615,855.031,-20341.6,2158.351635,338.7205307,0.18332,1.303750245
466,810186,420,6,4,2,0,Pan,2,Mus,0.001298701,2,2.0,2.0,2,0,Pan,2,Mus,2,2,1.0,1,0.00492428,2.06635,-3399.11,419.6247979,0.0101753,0.29954,0.12987013
468,810194,629,549,310,239,20,Mus,75,Macaca,0.079346726,92,19.60714286,16.5,1,1,Mus,48,Pan,92,71,0.77173913,1,0.762856,362.352,-5400.97,474.99397,276.4223973,0.44422,7.934672641
470,732132,425,486,271,215,1,Mus,65,Pan,0.103957219,66,14.29411765,4.0,1,1,Mus,57,Pan,66,56,0.848484848,1,0.685535,235.273,-3303.42,343.1961898,161.2878761,0.35875,10.39572193
473,734318,756,498,279,219,39,Mus,57,Pan,0.05988456,97,4.930693069,2.0,1,1,Mus,24,Pan,97,60,0.618556701,1,0.443867,274.546,-7577.48,618.5321279,121.8619094,0.51729,5.988455988
476,808551,547,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,25,14,0.56,0,1e-06,1e-06,-7688.0,1.0,0.0,0.20743,0.0
480,940357,390,170,90,80,10,Gorilla,19,Mus,0.03962704,22,7.727272727,6.0,12,1,Mus,12,Mus,22,10,0.454545455,1,0.777285,238.52,-3619.68,306.8629911,185.3980182,0.36504,3.962703963
482,998698,537,615,323,292,10,Mus,85,Gorilla,0.104113763,95,12.05882353,2.0,1,1,Mus,77,Pan,95,31,0.326315789,1,0.337005,149.061,-4537.13,442.3109449,50.2343023,0.6625,10.41137633
486,970574,328,299,152,147,17,Gorilla,37,Rattus,0.082871397,41,5.339285714,4.0,1,1,Mus,12,Rattus,41,5,0.12195122,1,0.115247,32.9809,-2964.07,286.175779,3.8009498,1.29507,8.28713969
488,1011331,2342,527,286,241,34,Rattus,68,Mus,0.020456486,104,5.067307692,2.0,1,1,Mus,28,Mus,104,45,0.432692308,1,0.419011,886.428,-20934.6,2115.524413,371.4230827,0.25973,2.04564863
489,1011333,737,203,118,85,0,Gorilla,50,Macaca,0.025040089,50,18.45454545,17.0,17,0,Gorilla,33,Macaca,50,33,0.66,1,2.45194,1318.75,-7533.85,537.8394251,3233.495875,0.13938,2.504008881
493,318506,343,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,67,70,1.044776119,0,1e-06,1e-06,-4198.45,1.0,0.0,0.22525,0.0
494,318552,337,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,67,70,1.044776119,0,1e-06,1e-06,-4125.78,1.0,0.0,0.22421,0.0
496,611297,211,88,73,15,3,Mus,58,Gorilla,0.037914692,61,6.769230769,3.0,3,3,Mus,42,Gorilla,61,58,0.950819672,1,9.67943,1282.07,-1296.74,132.4530473,12409.70682,0.04258,3.791469194
500,304956,353,755,402,353,52,Mus,84,Pan,0.194437291,101,11.61538462,3.0,1,1,Mus,40,Pan,101,49,0.485148515,1,0.324564,82.7966,-2898.45,255.100997,26.8727957,1.30656,19.44372908
502,305020,291,291,157,134,18,Pan,40,Mus,0.090909091,62,6.613636364,6.0,1,1,Mus,21,Gorilla,62,23,0.370967742,1,0.532707,123.622,-2412.11,232.0637799,65.8543048,0.50083,9.090909091
504,1017458,2334,864,500,364,14,Mus,114,Macaca,0.033652723,151,5.538461538,2.0,1,1,Mus,28,Rattus,151,136,0.900662252,1,0.19416,413.094,-21514.1,2127.595797,80.206331,0.50621,3.36527226
506,1017489,744,669,344,325,44,Rattus,81,root,0.081744868,93,7.689655172,1.0,1,1,Mus,52,Pan,93,19,0.204301075,1,0.457295,274.337,-6528.07,599.9125291,125.4529384,0.55029,8.174486804
508,819593,668,37,19,18,2,Mus,4,Pan,0.005035384,4,1.37037037,1.0,1,1,Rattus,2,Mus,4,1,0.25,1,1.60646,952.292,-5204.8,592.789114,1529.819006,0.07762,0.503538378
509,819600,801,6,6,0,0,Mus,6,Macaca,0.000680967,6,6.0,6.0,6,0,Mus,6,Macaca,6,6,1.0,1,0.603729,466.274,-5985.67,772.3233438,281.5031357,0.05759,0.068096697
515,781790,464,20,10,10,0,Gorilla,2,Mus,0.003918495,2,1.0,1.0,1,0,Gorilla,1,Mus,2,0,0.0,1,0.558597,234.556,-4159.73,419.9020045,131.0222779,0.18983,0.39184953
518,782046,526,10,5,5,0,Rattus,1,Mus,0.00172831,1,1.0,1.0,1,0,Rattus,1,Mus,1,0,0.0,1,0.00410782,2.15497,-4504.24,524.6018569,0.0088522,0.30211,0.172830971
523,680993,116,43,29,14,0,Pan,15,Rattus,0.03369906,15,10.75,14.0,14,0,Pan,14,Mus,15,15,1.0,1,0.225225,23.5946,-799.197,104.7601288,5.3140938,0.4739,3.369905956
526,1022176,320,324,166,158,9,Pan,32,Homo,0.092045455,39,12.0,8.0,8,1,Pan,30,Gorilla,39,8,0.205128205,1,0.589527,159.847,-2705.25,271.1444938,94.2341224,0.31508,9.204545455
528,1022204,416,1440,720,720,15,Gorilla,144,Mus,0.314685315,144,68.57142857,14.0,1,1,Mus,143,Mus,144,0,0.0,1,1.20578,405.331,-3222.56,336.1566787,488.7400132,0.20069,31.46853147
542,585099,360,343,190,153,24,Mus,35,Pan,0.086616162,61,10.39393939,3.0,3,1,Pan,31,Pan,61,37,0.606557377,1,0.64056,177.429,-3130.52,276.9904459,113.6539202,0.49046,8.661616162
543,585103,375,178,100,78,6,Rattus,23,Pan,0.043151515,29,4.45,1.0,1,1,Mus,19,Pan,29,22,0.75862069,1,0.331826,111.823,-2723.97,336.9928818,37.1057788,0.34549,4.315151515
544,585175,728,296,166,130,7,Homo,39,V2,0.036963037,44,7.047619048,2.0,1,1,Mus,32,Mus,44,36,0.818181818,1,0.942963,560.259,-7219.45,594.1473844,528.3035074,0.24631,3.696303696
545,1004675,443,878,446,432,6,Rattus,109,Macaca,0.180176483,116,35.12,7.0,7,1,Mus,102,Macaca,116,14,0.120689655,1,0.338574,116.296,-3816.53,343.4876866,39.3748019,0.90381,18.01764827
548,750313,1354,647,402,245,2,Gorilla,232,Rattus,0.043440312,233,9.514705882,4.0,1,1,Mus,55,Rattus,233,157,0.673819742,1,0.463708,512.012,-12438.9,1104.169003,237.4240605,0.5095,4.344031153
549,750314,1834,2013,1263,750,130,Gorilla,544,Pan,0.099781897,650,17.97321429,8.0,1,1,Mus,333,Pan,650,513,0.789230769,1,1.74468,1582.59,-19357.6,907.0947108,2761.113121,0.39271,9.978189749
554,807875,523,296,201,95,9,Pan,59,Mus,0.051451417,66,10.57142857,7.0,7,1,Mus,49,Mus,66,106,1.606060606,1,0.66829,296.023,-4841.31,442.9559024,197.8292107,0.27349,5.145141665
560,991742,494,425,219,206,18,Rattus,44,Pan,0.078211262,50,13.28125,10.0,3,1,Gorilla,31,Pan,50,13,0.26,1,2.00245,697.862,-4214.54,348.5040825,1397.433762,0.22245,7.821126242
563,811627,788,491,265,226,25,Homo,65,Macaca,0.056645132,67,10.44680851,2.0,2,1,Gorilla,31,Mus,67,39,0.582089552,1,3.3213,1494.48,-8403.46,449.9683859,4963.616424,0.13878,5.664513152
564,811631,260,82,47,35,7,Mus,10,Gorilla,0.028671329,15,3.153846154,2.0,2,1,Gorilla,5,Mus,15,12,0.8,1,0.371615,80.5694,-2632.29,216.808794,29.9407976,0.54841,2.867132867
565,823197,268,145,75,70,8,Pan,23,V2,0.049185889,28,3.085106383,1.0,1,1,Mus,11,Mus,28,5,0.178571429,1,0.101532,24.1121,-2214.06,237.4827641,2.4481497,1.28039,4.918588874
566,823216,370,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,28,5,0.178571429,0,1e-06,1e-06,-4288.07,1.0,0.0,0.15255,0.0
569,647997,996,782,691,91,1,V2,261,Pan,0.071376415,265,34.0,2.0,1,1,Pan,258,Pan,265,600,2.264150943,1,2.75044,1453.25,-13095.3,528.3700063,3997.07693,0.27573,7.137641475
570,816379,310,68,38,30,4,Pan,12,Rattus,0.019941349,17,2.428571429,3.0,3,1,Mus,5,Rattus,17,8,0.470588235,1,0.109271,31.0373,-2637.93,284.0396812,3.3914768,0.83338,1.994134897
571,816386,805,258,163,95,19,Mus,68,Gorilla,0.029136081,87,11.2173913,12.0,5,5,Mus,50,Gorilla,87,68,0.781609195,1,0.990656,694.386,-6367.83,700.9355417,687.8976572,0.15105,2.913608131
573,986150,2133,175,90,85,10,Gorilla,24,Rattus,0.007458552,28,4.268292683,3.0,3,1,Rattus,8,Rattus,28,5,0.178571429,1,0.754587,1257.98,-21691.2,1667.110618,949.2553543,0.36855,0.745855176
576,986160,1962,381,272,109,12,Pan,95,Rattus,0.0176536,107,4.233333333,1.0,1,1,Mus,85,Rattus,107,163,1.523364486,1,0.264774,462.878,-20608.7,1748.200352,122.5580596,0.4731,1.765360022
585,1013080,427,9,5,4,0,Pan,3,Rattus,0.001916117,3,1.8,2.0,2,0,Pan,2,Mus,3,1,0.333333333,1,0.195189,80.4283,-3331.35,412.0534456,15.6987194,0.18246,0.191611667
601,951472,725,64,35,29,1,V9,12,Mus,0.008025078,18,2.206896552,1.0,1,1,Mus,6,Mus,18,6,0.333333333,1,0.0805511,55.6865,-6666.3,691.3189267,4.4856088,0.59671,0.802507837
602,952655,93,59,30,29,0,Homo,14,Mus,0.057673509,15,8.428571429,14.0,14,0,Homo,14,Mus,15,1,0.066666667,1,0.839409,59.6328,-590.366,71.0414113,50.056309,0.39036,5.767350929
603,756823,338,2,2,0,0,Rattus,2,Mus,0.000537924,2,2.0,2.0,2,0,Rattus,2,Mus,2,2,1.0,1,0.219788,72.1446,-2744.63,328.2463101,15.8565173,0.12631,0.053792361
610,583858,318,58,44,14,0,Mus,16,Rattus,0.016580903,16,14.5,14.0,14,0,Mus,16,Rattus,16,30,1.875,1,0.974816,254.832,-3013.0,261.4154876,248.4143109,0.22673,1.658090337
611,583887,683,293,254,39,7,Mus,199,Rattus,0.038999068,222,9.766666667,1.0,1,1,Mus,191,Rattus,222,215,0.968468468,1,2.96394,1399.18,-5181.63,472.0675857,4147.085569,0.06859,3.899906828
615,993459,1126,691,488,203,39,Rattus,280,Pan,0.055788794,316,5.080882353,1.0,1,1,Mus,269,Pan,316,285,0.901898734,1,0.375384,340.879,-11742.2,908.0807919,127.9605225,0.67074,5.57887938
616,993462,187,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,316,285,0.901898734,0,1e-06,1e-06,-2129.87,1.0,0.0,0.36503,0.0
617,988337,690,471,291,180,21,Macaca,116,Rattus,0.062055336,162,4.443396226,4.0,1,1,Mus,60,Rattus,162,111,0.685185185,1,0.244329,142.979,-6168.4,585.1904604,34.9339161,0.75537,6.205533597
619,602803,928,353,198,155,16,Mus,41,Pan,0.034580721,59,6.537037037,2.0,1,1,Mus,26,Pan,59,43,0.728813559,1,0.755363,601.009,-7531.12,795.6558635,453.9799613,0.22352,3.4580721
620,602806,880,832,519,313,55,Rattus,193,Macaca,0.085950413,265,9.674418605,3.0,1,1,Mus,69,Macaca,265,206,0.777358491,1,1.00237,636.467,-8131.81,634.9621397,637.9754268,0.40901,8.595041322
621,602809,940,826,418,408,49,Pan,128,root,0.079883946,138,7.942307692,2.0,1,1,Mus,48,Mus,138,10,0.072463768,1,0.428606,324.108,-8274.4,756.1910006,138.9146334,0.59681,7.988394584
626,1009215,1551,947,515,432,64,Pan,114,Mus,0.055506711,155,14.13432836,9.0,27,1,Mus,27,Mus,155,83,0.535483871,1,15.9676,1770.64,-17721.2,110.8895513,28272.87126,0.05625,5.550671121
629,813774,359,107,98,9,0,Mus,89,Pan,0.027095467,89,13.375,3.0,3,0,Mus,86,Pan,89,89,1.0,1,0.611373,188.634,-2910.98,308.5415941,115.3257345,0.27389,2.709546721
630,808808,606,107,60,47,4,Mus,13,Pan,0.016051605,17,5.631578947,2.0,1,1,Mus,13,Pan,17,13,0.764705882,1,0.0652153,38.3115,-4697.63,587.4618379,2.498496,0.46768,1.605160516
632,808813,422,1,1,0,0,Rattus,1,Mus,0.000215424,1,1.0,1.0,1,0,Rattus,1,Mus,1,1,1.0,1,0.0743371,30.9047,-2844.16,415.7372295,2.2973658,0.18306,0.021542439
635,801437,1011,118,86,32,6,Mus,50,Macaca,0.010610557,61,2.87804878,2.0,1,1,Rattus,44,Macaca,61,54,0.885245902,1,0.251819,234.833,-8658.79,932.5467896,59.1354112,0.33348,1.06105566
636,664962,1104,675,417,258,11,Pan,171,Rattus,0.055583004,270,9.246575342,2.0,1,1,Mus,57,Rattus,270,159,0.588888889,1,0.174947,165.019,-10071.5,943.2513847,28.869579,1.00746,5.558300395
637,664965,995,98,69,29,1,Pan,40,Gorilla,0.00895386,45,3.266666667,1.0,1,1,Mus,40,Gorilla,45,40,0.888888889,1,0.053423,50.2666,-9050.77,940.9168336,2.6853926,1.07418,0.895386021
638,664966,1090,523,303,220,28,Homo,85,Gorilla,0.043619683,142,5.747252747,3.0,1,1,Mus,57,Gorilla,142,83,0.584507042,1,0.0950732,91.7458,-11036.4,965.001704,8.7225668,1.39661,4.361968307
639,664967,711,382,244,138,6,V7,56,Homo,0.048842859,92,6.821428571,2.0,1,1,Mus,49,Pan,92,106,1.152173913,1,0.489305,262.93,-7702.22,537.3540021,128.6529637,0.7246,4.884285897
641,1024273,1430,161,147,14,2,Pan,134,Rattus,0.010235219,136,6.708333333,1.0,1,1,Mus,132,Rattus,136,133,0.977941176,1,1.05074,1248.53,-14105.3,1188.238765,1311.880412,0.10069,1.023521933
642,1024296,336,54,37,17,1,Rattus,19,Gorilla,0.01461039,23,3.375,3.0,3,1,Mus,19,Gorilla,23,20,0.869565217,1,0.21165,65.684,-2837.06,310.3425467,13.9020186,0.38721,1.461038961
645,972069,657,254,139,115,20,Macaca,31,Pan,0.03514598,47,6.047619048,3.0,2,2,Mus,19,Pan,47,24,0.510638298,1,1.37491,660.74,-6453.25,480.5696373,908.4580334,0.2846,3.514598035
648,972101,398,124,124,0,0,Mus,94,Rattus,0.028323435,94,41.33333333,28.0,94,0,Mus,94,Rattus,94,124,1.319148936,1,1.17881,352.462,-3545.51,298.9981422,415.4857302,0.29351,2.832343536
656,1019004,582,364,192,172,20,Rattus,42,Pan,0.056857232,43,9.578947368,4.0,1,1,Mus,19,Mus,43,20,0.465116279,1,0.488183,227.243,-5135.57,465.4873275,110.9361695,0.54366,5.685723211
657,1019007,1757,929,663,266,52,Homo,365,Pan,0.04806747,451,13.08450704,2.0,1,1,Mus,252,Pan,451,397,0.880266075,1,0.777375,1080.48,-17860.2,1389.908345,839.93814,0.33498,4.806747038
659,955522,600,130,69,61,1,Macaca,26,Mus,0.01969697,33,2.765957447,1.0,1,1,Mus,10,Mus,33,8,0.242424242,1,0.0684168,38.7211,-5289.41,565.9589458,2.6491738,0.87354,1.96969697
660,955525,2636,912,553,359,71,V5,150,Gorilla,0.031452614,242,17.53846154,15.5,25,1,Pan,42,Mus,242,194,0.801652893,1,1.16526,1423.17,-26568.6,1221.332578,1658.363074,0.0921,3.145261415
662,1028598,1125,124,71,53,1,Pan,25,Mus,0.010020202,27,5.166666667,1.0,1,1,Mus,20,Mus,27,18,0.666666667,1,0.455302,459.867,-11409.9,1010.026312,209.3783648,0.25458,1.002020202
666,815037,832,391,207,184,18,Homo,49,Macaca,0.042722902,65,11.17142857,8.0,15,1,Mus,31,Mus,65,23,0.353846154,1,1.075,717.019,-7662.56,666.9944186,770.795425,0.23902,4.27229021
678,628434,167,310,155,155,0,Mus,31,Rattus,0.168753402,31,31.0,31.0,31,0,Mus,31,Rattus,31,0,0.0,1,0.335008,47.605,-1214.56,142.1010842,15.9480558,0.53651,16.87534023
684,811129,611,119,89,30,3,Mus,54,Gorilla,0.017705699,65,2.586956522,1.0,1,1,Mus,48,Gorilla,65,59,0.907692308,1,0.197413,111.057,-4890.61,562.5617361,21.9240955,0.43971,1.770569856
685,811130,1044,315,164,151,3,Mus,33,Pan,0.027429467,39,6.3,2.5,1,1,Mus,22,Rattus,39,13,0.333333333,1,0.576381,512.034,-9110.48,888.3603033,295.126669,0.31242,2.742946708
686,811140,1257,610,348,262,50,Mus,87,Pan,0.044116583,139,20.33333333,22.0,28,3,Pan,62,Pan,139,86,0.618705036,1,1.30227,1221.43,-12933.1,937.9237792,1590.631646,0.13076,4.41165835
688,814403,792,182,137,45,4,Homo,68,Pan,0.020890725,108,3.714285714,1.0,1,1,Mus,64,Pan,108,92,0.851851852,1,0.321299,233.053,-6288.02,725.3461729,74.8796958,0.28902,2.089072544
690,1031529,359,4,2,2,0,Pan,1,Mus,0.001012915,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.0057122,2.04613,-2448.07,358.2034943,0.0116879,0.167,0.101291466
692,795790,886,658,332,326,24,Macaca,66,Mus,0.067514878,72,9.820895522,5.0,1,1,Mus,29,Mus,72,6,0.083333333,1,0.376187,287.068,-7753.23,763.0992033,107.9912497,0.43415,6.75148779
694,795815,689,832,521,311,30,Mus,263,Pan,0.109777015,276,14.59649123,15.0,1,1,Mus,218,Pan,276,210,0.760869565,1,0.613815,312.329,-7077.65,508.8324658,191.7122251,0.60959,10.97770154
700,947328,332,79,40,39,1,Pan,18,Mus,0.021631982,19,5.266666667,1.0,1,1,Mus,17,Mus,19,1,0.052631579,1,0.180553,58.2119,-2448.68,322.4089326,10.5103332,0.15993,2.163198248
702,790747,593,8,5,3,0,Rattus,1,Mus,0.00122643,2,1.0,1.0,1,0,Rattus,1,Mus,2,2,1.0,1,0.00358043,2.1179,-5205.31,591.5211301,0.007583,0.30876,0.122642956
704,959863,706,445,345,100,20,Mus,202,Rattus,0.057301056,215,17.8,9.0,2,2,Mus,202,Rattus,215,245,1.139534884,1,3.27803,1452.71,-6241.36,443.1655598,4762.026961,0.12954,5.730105588
706,959869,341,133,103,30,0,Pan,43,Homo,0.035457211,43,33.25,30.0,30,0,Pan,43,Homo,43,73,1.697674419,1,2.45209,680.214,-3268.68,277.4017267,1667.945947,0.09495,3.545721141
707,959871,310,636,320,316,45,Rattus,91,Mus,0.186510264,93,14.79069767,5.0,5,1,Mus,39,Mus,93,4,0.043010753,1,0.567398,126.12,-2484.83,222.2778367,71.5602358,0.76674,18.65102639
711,974667,197,8,4,4,0,Pan,2,Mus,0.00369174,2,2.0,2.0,2,0,Pan,2,Mus,2,0,0.0,1,0.518738,93.2146,-1529.48,179.694952,48.3539552,0.18673,0.369173973
713,974678,859,210,169,41,5,Homo,130,Rattus,0.022224574,143,3.230769231,1.0,1,1,Mus,121,Rattus,143,128,0.895104895,1,0.577464,420.121,-7509.09,727.5276035,242.6047531,0.32363,2.222457403
717,977827,980,32,17,15,2,Macaca,3,Mus,0.00296846,5,1.523809524,2.0,2,1,Mus,2,Mus,5,2,0.4,1,0.155233,149.644,-8069.69,963.9960575,23.2296871,0.0977,0.296846011
729,809007,2381,1926,1039,887,124,Mus,216,Rattus,0.073536711,308,12.26751592,3.0,1,1,Mus,87,Rattus,308,152,0.493506494,1,0.662048,1284.6,-23894.0,1940.342694,850.4668608,0.31474,7.353671108
739,1020676,207,58,30,28,2,Pan,11,Mus,0.025472112,13,5.272727273,2.0,2,2,Pan,11,Mus,13,2,0.153846154,1,0.15865,30.4661,-1414.95,192.0334069,4.8334468,0.48947,2.547211243
756,739671,860,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,80,193,2.4125,0,1e-06,1e-06,-11337.6,1.0,0.0,0.06725,0.0
761,936481,2082,1125,587,538,33,Pan,120,Mus,0.049122347,162,10.9223301,1.0,1,1,Mus,86,Mus,162,49,0.302469136,1,0.21303,392.615,-18999.8,1843.003333,83.6387735,0.6227,4.912234739
769,1004135,1429,1378,816,562,63,Rattus,311,Gorilla,0.08766461,367,12.87850467,2.0,1,1,Mus,139,Gorilla,367,254,0.692098093,1,1.47755,1435.93,-15221.1,971.8317485,2121.658372,0.18747,8.766460971
772,611419,212,10,5,5,0,Gorilla,1,Mus,0.004288165,1,1.0,1.0,1,0,Gorilla,1,Mus,1,0,0.0,1,0.555996,113.584,-1295.29,204.2892395,63.1522497,0.06351,0.428816467
773,611424,215,29,16,13,1,Mus,4,Pan,0.012262156,6,1.0,1.0,1,1,Mus,1,Mus,6,3,0.5,1,0.187117,36.9762,-1792.29,197.6100515,6.9188756,0.46357,1.226215645
775,962192,529,88,44,44,0,Pan,22,Mus,0.015122873,22,11.0,11.0,6,0,Pan,16,Mus,22,0,0.0,1,0.0481335,25.0049,-4022.26,519.4905835,1.2035734,0.35546,1.512287335
784,983946,890,502,313,189,31,V9,117,Macaca,0.051276813,163,5.070707071,1.0,1,1,Mus,51,Macaca,163,124,0.760736196,1,0.188286,144.935,-8813.17,769.7598334,27.2892314,0.85277,5.127681307
787,807982,1140,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,114,112,0.98245614,0,1e-06,1e-06,-16530.5,1.0,0.0,0.26743,0.0
791,939182,359,227,128,99,6,Mus,29,Pan,0.057482907,35,5.820512821,3.0,2,2,Pan,18,Pan,35,29,0.828571429,1,0.134151,43.2912,-2595.19,322.7050115,5.8075578,0.86103,5.748290707
792,939343,411,20,10,10,0,Pan,5,Mus,0.0044238,5,2.5,2.5,1,0,Pan,4,Mus,5,0,0.0,1,0.227652,89.1545,-2954.29,391.6262541,20.2962002,0.21136,0.442380004
795,818064,429,172,126,46,5,Homo,57,Macaca,0.0364484,89,4.777777778,2.5,2,1,Pan,52,Macaca,89,80,0.898876404,1,3.39774,1034.87,-3636.27,304.5759829,3516.219194,0.10813,3.644840008
798,941183,127,21,11,10,1,Mus,2,Rattus,0.015032212,3,1.0,1.0,1,1,Mus,1,Mus,3,1,0.333333333,1,0.0291603,3.62212,-992.232,124.2140856,0.1056221,0.67157,1.503221188
801,1014823,278,369,206,163,30,Homo,47,Gorilla,0.120667103,74,6.589285714,2.0,1,1,Mus,41,Gorilla,74,43,0.581081081,1,1.8553,319.83,-2554.11,172.387215,593.380599,0.35928,12.06671027
802,1014824,280,29,16,13,1,Gorilla,4,Mus,0.009415584,6,1.035714286,1.0,1,1,Mus,2,Mus,6,3,0.5,1,0.256257,68.4813,-2210.86,267.2367974,17.5488125,0.18262,0.941558442
